pwsid,Name,population,service_connections,state_classification,activity_status_cd,regulating_agency,carceral_sys,count_of_viols_over5yrs_mcl,count_of_viols_over5yrs_mon,binary_viol_over5yrs_mcl,binary_viol_over5yrs_mon,CASDWIS_County,CASDWIS_SourceType,watersource,purchased,Water_System_Name,County,Regulating_agency,Water_System_Type,Service_Connections,Population,Primary_Service_Area,Water_Quality_Category_Score,Accessibility_Category_Score,Affordability_Category_Score,TMF_Capacity_Category_Score,Total_Risk_Assessment_Score,Automatically_At_Risk,Risk_Assessment_Result,Failing_Status,SAFER_Status,Number_of_Water_Sources,Absence_of_Interties,Source_Capacity_Violations,Bottled_Water_or_Hauled_Water_Reliance,Significant_Deficiencies,SC3i_Count_Distribution,SC5e_Drought_Impact,Distributiondis_any,n_ccr_downloaded,n_ccr_missing
CA5400644,SEQUOIA VILLAGE INN,30,11,TRANSIENT NON-COMMUNITY,A,DISTRICT 24 - TULARE,non_carceral,0,1,0,1,TULARE  ,SW,SW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA5400647,YOKOHL MUTUAL WATER CO,95,32,COMMUNITY,A,DISTRICT 24 - TULARE,non_carceral,3,2,1,1,TULARE  ,GW,GW,Not purchased,YOKOHL MUTUAL WATER CO,TULARE,DISTRICT 24 - TULARE,COMMUNITY,32,95,RESIDENTIAL AREA,3,2.67,0,1.67,1.84,At-Risk,At-Risk,Failing,Failing,2,Y,N,Y,0,0,1,0,3,1
CA5400660,LAKE SUCCESS MOBILE LODGE,75,19,COMMUNITY,A,DISTRICT 24 - TULARE,non_carceral,0,0,0,0,TULARE  ,GW,GW,Not purchased,LAKE SUCCESS MOBILE LODGE,TULARE,DISTRICT 24 - TULARE,COMMUNITY,19,75,MOBILE HOME PARK,3.25,1.5,1.67,0.5,1.73,--,At-Risk,Non-Failing,At-Risk,1,Y,N,N,0,0,0,0,4,0
CA5400665,DEL ORO RIVER ISLAND SERV TERR #1,1280,388,COMMUNITY,A,DISTRICT 12 - VISALIA,non_carceral,7,0,1,0,TULARE  ,SW,SW,Not purchased,DEL ORO RIVER ISLAND SERV TERR #1,TULARE,DISTRICT 12 - VISALIA,COMMUNITY,386,1274,RESIDENTIAL AREA,2.7,1,1.42,0,1.28,At-Risk,At-Risk,Failing,Failing,11,N/A,N,Y,0,0,0,0,4,0
CA5400666,DEL ORO GRANDVIEW GARDENS DISTRICT,323,98,COMMUNITY,A,DISTRICT 24 - TULARE,non_carceral,4,0,1,0,TULARE  ,GW,GW,Not purchased,DEL ORO GRANDVIEW GARDENS DISTRICT,TULARE,DISTRICT 24 - TULARE,COMMUNITY,98,323,RESIDENTIAL AREA,3,2,0,0,1.25,--,At-Risk,Failing,Failing,1,Y,N,N,0,0,1,0,4,0
CA5400670,TRIPLE R MUTUAL WATER CO,408,154,COMMUNITY,A,DISTRICT 24 - TULARE,non_carceral,3,0,1,0,TULARE  ,GW,GW,Not purchased,TRIPLE R MUTUAL WATER CO,TULARE,DISTRICT 24 - TULARE,COMMUNITY,154,408,RESIDENTIAL AREA,3,0,0.33,0.17,0.88,--,At-Risk,Non-Failing,At-Risk,10,N/A,N,N,0,0,0,0,4,0
CA5400679,99 PALMS INN AND SUITES,60,55,TRANSIENT NON-COMMUNITY,A,DISTRICT 24 - TULARE,non_carceral,0,2,0,1,TULARE  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA5400682,PLAINVIEW MWC - CENTRAL WATER,138,42,COMMUNITY,A,DISTRICT 12 - VISALIA,non_carceral,4,0,1,0,TULARE  ,GW,GW,Not purchased,PLAINVIEW MWC - CENTRAL WATER,TULARE,DISTRICT 12 - VISALIA,COMMUNITY,42,138,RESIDENTIAL AREA,3,2.67,0.67,0.17,1.63,--,At-Risk,Failing,Failing,1,Y,N,N,0,0,1,0,4,0
CA5400696,USACE - TULE RECREATION AREA,25,100,TRANSIENT NON-COMMUNITY,A,DISTRICT 24 - TULARE,non_carceral,1,0,1,0,TULARE  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA5400701,SEQUOIA CREST MUTUAL WATER COMPANY,157,62,TRANSIENT NON-COMMUNITY,A,DISTRICT 24 - TULARE,non_carceral,0,0,0,0,TULARE  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,4
CA5400708,ALPINE VILLAGE WATER COMPANY,17,16,TRANSIENT NON-COMMUNITY,A,DISTRICT 24 - TULARE,non_carceral,0,0,0,0,TULARE  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,1
CA5400709,SEQUOIA UNION ELEMENTARY SCHOOL,400,25,NON-TRANSIENT NON-COMMUNITY,A,DISTRICT 24 - TULARE,non_carceral,1,1,1,1,TULARE  ,GW,GW,Not purchased,SEQUOIA UNION ELEMENTARY SCHOOL,TULARE,DISTRICT 24 - TULARE,NON-TRANSIENT NON-COMMUNITY,25,400,SCHOOL,0,2,0,0,0.5,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0,0,0,0,4,0
CA5400710,BADGER HILL ESTATES,278,99,COMMUNITY,A,DISTRICT 24 - TULARE,non_carceral,0,0,0,0,TULARE  ,GW,GW,Not purchased,BADGER HILL ESTATES,TULARE,DISTRICT 24 - TULARE,COMMUNITY,99,278,RESIDENTIAL AREA,0,1,0,0,0.25,--,Not At-Risk,Non-Failing,Not At-Risk,2,Y,N,N,0,0,0,0,4,0
CA5400711,SIERRA VIEW JR ACADEMY,115,5,NON-TRANSIENT NON-COMMUNITY,A,DISTRICT 24 - TULARE,non_carceral,1,0,1,0,TULARE  ,GW,GW,Not purchased,SIERRA VIEW JR ACADEMY,TULARE,DISTRICT 24 - TULARE,NON-TRANSIENT NON-COMMUNITY,5,115,SCHOOL,3,3.67,0,0,1.67,At-Risk,At-Risk,Failing,Failing,1,Y,N,Y,0,0,0,0,4,0
CA5400718,WILLIAMS MUTUAL  WATER COMPANY,165,50,COMMUNITY,A,DISTRICT 24 - TULARE,non_carceral,0,0,0,0,TULARE  ,GW,GW,Not purchased,WILLIAMS MUTUAL  WATER COMPANY,TULARE,DISTRICT 24 - TULARE,COMMUNITY,50,165,RESIDENTIAL AREA,0.25,2.17,1.42,0.17,1,--,At-Risk,Non-Failing,At-Risk,1,Y,N,N,0,1,0,1,4,0
CA5400728,GRIER MUTUAL WATER COMPANY,98,99,COMMUNITY,A,DISTRICT 24 - TULARE,non_carceral,0,0,0,0,TULARE  ,GW,GW,Not purchased,GRIER MUTUAL WATER COMPANY,TULARE,DISTRICT 24 - TULARE,COMMUNITY,99,98,RESIDENTIAL AREA,1.5,0,0.67,0.67,0.71,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,2,N,N,N,0,0,0,0,4,0
CA5400732,PIERPOINT SPRINGS WATER CO.,46,84,COMMUNITY,A,DISTRICT 24 - TULARE,non_carceral,0,0,0,0,TULARE  ,GW,GW,Not purchased,PIERPOINT SPRINGS WATER CO.,TULARE,DISTRICT 24 - TULARE,COMMUNITY,84,46,RESIDENTIAL AREA,0,0.33,0.67,0.33,0.33,--,Not At-Risk,Non-Failing,Not At-Risk,2,Y,N,N,0,0,0,0,4,0
CA5400743,SEQUOIA MOTEL,45,17,TRANSIENT NON-COMMUNITY,A,DISTRICT 24 - TULARE,non_carceral,1,2,1,1,TULARE  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA5400744,EAST THREE RIVERS MUTUAL WATER CORP,40,15,COMMUNITY,A,DISTRICT 24 - TULARE,non_carceral,0,0,0,0,TULARE  ,GW,GW,Not purchased,EAST THREE RIVERS MUTUAL WATER CORP,TULARE,DISTRICT 24 - TULARE,COMMUNITY,15,40,RESIDENTIAL AREA,1.5,2,0,1.33,1.21,--,At-Risk,Non-Failing,At-Risk,1,Y,N,N,0,0,0,0,0,4
CA5400747,SIERRA LODGE,52,2,TRANSIENT NON-COMMUNITY,A,DISTRICT 24 - TULARE,non_carceral,0,1,0,1,TULARE  ,SW,SW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,3
CA5400749,GATEWAY RESTAURANT & LODGE,150,4,TRANSIENT NON-COMMUNITY,A,DISTRICT 24 - TULARE,non_carceral,0,0,0,0,TULARE  ,SW,SW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA5400750,AUTOCAMP SEQUOIA,246,45,TRANSIENT NON-COMMUNITY,A,DISTRICT 24 - TULARE,non_carceral,0,0,0,0,TULARE  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA5400754,SOUTH KAWEAH MUTUAL WATER COMPANY,384,142,COMMUNITY,A,DISTRICT 24 - TULARE,non_carceral,3,0,1,0,TULARE  ,GW,GW,Not purchased,SOUTH KAWEAH MUTUAL WATER COMPANY,TULARE,DISTRICT 24 - TULARE,COMMUNITY,142,384,RESIDENTIAL AREA,2.5,0.33,0,0,0.71,--,Potentially At-Risk,Failing,Failing,2,Y,N,N,0,0,0,0,3,1
CA5400755,USACE-KAWEAH RECREATION AREA,200,3,TRANSIENT NON-COMMUNITY,A,DISTRICT 24 - TULARE,non_carceral,0,0,0,0,TULARE  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA5400757,USACE-HORSE CREEK CAMPGROUND,100,30,TRANSIENT NON-COMMUNITY,A,DISTRICT 24 - TULARE,non_carceral,0,0,0,0,TULARE  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA5400765,USFS-PEPPERMINT WORK CENTER,30,15,TRANSIENT NON-COMMUNITY,A,DISTRICT 24 - TULARE,non_carceral,0,0,0,0,TULARE  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA5400767,DEL ORO EAST PLANO DISTRICT,46,13,COMMUNITY,A,DISTRICT 24 - TULARE,non_carceral,0,0,0,0,TULARE  ,GW,GW,Not purchased,DEL ORO EAST PLANO DISTRICT,TULARE,DISTRICT 24 - TULARE,COMMUNITY,13,43,RESIDENTIAL AREA,0,2,1.42,0,0.86,--,At-Risk,Non-Failing,At-Risk,1,Y,N,N,0,0,0,0,4,0
CA5400769,FOOTHILL APARTMENTS,41,14,COMMUNITY,A,DISTRICT 24 - TULARE,non_carceral,0,0,0,0,TULARE  ,GW,GW,Not purchased,FOOTHILL APARTMENTS,TULARE,DISTRICT 24 - TULARE,COMMUNITY,14,41,RESIDENTIAL AREA,2.5,2.67,0.67,0.67,1.63,--,At-Risk,Non-Failing,At-Risk,1,Y,N,N,0,0,0,0,4,0
CA5400778,SCICON,207,27,TRANSIENT NON-COMMUNITY,A,DISTRICT 24 - TULARE,non_carceral,0,0,0,0,TULARE  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA5400783,USFS-LOWER PEPPERMINT,35,4,TRANSIENT NON-COMMUNITY,A,DISTRICT 24 - TULARE,non_carceral,0,0,0,0,TULARE  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA5400792,WOODVILLE FARM LABOR CENTER,650,177,COMMUNITY,A,DISTRICT 24 - TULARE,non_carceral,0,2,0,1,TULARE  ,GW,GW,Not purchased,WOODVILLE FARM LABOR CENTER,TULARE,DISTRICT 24 - TULARE,COMMUNITY,177,650,RESIDENTIAL AREA,3.5,2.17,0.67,2,2.09,--,At-Risk,Failing,Failing,1,Y,N,N,0,0,0,0,4,0
CA5400795,WAUKENA ELEMENTARY SCHOOL,220,7,NON-TRANSIENT NON-COMMUNITY,A,DISTRICT 24 - TULARE,non_carceral,8,1,1,1,TULARE  ,GW,GW,Not purchased,WAUKENA ELEMENTARY SCHOOL,TULARE,DISTRICT 24 - TULARE,NON-TRANSIENT NON-COMMUNITY,7,220,SCHOOL,3,3.67,0.33,0,1.75,At-Risk,At-Risk,Failing,Failing,1,Y,N,Y,0,0,0,0,4,0
CA5400805,SOULTS MUTUAL WATER COMPANY,110,36,COMMUNITY,A,DISTRICT 12 - VISALIA,non_carceral,0,0,0,0,TULARE  ,GWP,GW,Purchased,SOULTS MUTUAL WATER COMPANY,TULARE,DISTRICT 12 - VISALIA,COMMUNITY,36,110,RESIDENTIAL AREA,0,1.67,1.42,0.83,0.98,--,At-Risk,Non-Failing,At-Risk,1,N,N,N,0,0,0,0,4,0
CA5400810,AKAL TRAVEL PLAZA,88,3,TRANSIENT NON-COMMUNITY,A,DISTRICT 24 - TULARE,non_carceral,0,0,0,0,TULARE  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,4,0
CA5400816,BEDEL MUTUAL WATER COMPANY,155,66,COMMUNITY,A,DISTRICT 24 - TULARE,non_carceral,0,0,0,0,TULARE  ,GW,GW,Not purchased,BEDEL MUTUAL WATER COMPANY,TULARE,DISTRICT 24 - TULARE,COMMUNITY,66,155,RESIDENTIAL AREA,0,1,0,1,0.5,--,Not At-Risk,Non-Failing,Not At-Risk,2,Y,N,N,0,0,0,0,4,0
CA5400819,MOUNTAIN VIEW MHP,44,24,COMMUNITY,A,DISTRICT 24 - TULARE,non_carceral,0,0,0,0,TULARE  ,GW,GW,Not purchased,MOUNTAIN VIEW MHP,TULARE,DISTRICT 24 - TULARE,COMMUNITY,24,44,MOBILE HOME PARK,0,2.17,0,1,0.79,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,1,Y,N,N,0,0,0,0,4,0
CA5400824,SULTANA COMMUNITY SERVICES DISTRICT,983,281,COMMUNITY,A,DISTRICT 24 - TULARE,non_carceral,0,0,0,0,TULARE  ,GW,GW,Not purchased,SULTANA COMMUNITY SERVICES DISTRICT,TULARE,DISTRICT 24 - TULARE,COMMUNITY,249,779,RESIDENTIAL AREA,2.5,1,1.42,0.83,1.44,--,At-Risk,Non-Failing,At-Risk,2,Y,N,N,0,0,0,0,4,0
CA5400826,USFS-FISH CREEK CAMPGROUND,80,16,TRANSIENT NON-COMMUNITY,A,DISTRICT 24 - TULARE,non_carceral,0,0,0,0,TULARE  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA5400846,ELBOW SCHOOL,25,4,NON-TRANSIENT NON-COMMUNITY,A,DISTRICT 12 - VISALIA,non_carceral,0,0,0,0,TULARE  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,1
CA5400875,VILLAGE APARTMENTS,33,2,COMMUNITY,A,DISTRICT 24 - TULARE,non_carceral,0,1,0,1,TULARE  ,GW,GW,Not purchased,VILLAGE APARTMENTS,TULARE,DISTRICT 24 - TULARE,COMMUNITY,2,33,RESIDENTIAL AREA,1.5,2,0,0.67,1.04,--,At-Risk,Non-Failing,At-Risk,1,Y,N,N,0,0,0,0,4,0
CA5400880,THE LAKES ASSOCIATION,495,161,COMMUNITY,A,DISTRICT 24 - TULARE,non_carceral,0,0,0,0,TULARE  ,GW,GW,Not purchased,THE LAKES ASSOCIATION,TULARE,DISTRICT 24 - TULARE,COMMUNITY,161,495,RESIDENTIAL AREA,0.25,1,0,0.67,0.48,--,Not At-Risk,Non-Failing,Not At-Risk,2,Y,N,N,0,0,0,0,4,0
CA5400881,SUNRISE MUTUAL WATER CO.,109,39,COMMUNITY,A,DISTRICT 24 - TULARE,non_carceral,0,1,0,1,TULARE  ,GW,GW,Not purchased,SUNRISE MUTUAL WATER CO.,TULARE,DISTRICT 24 - TULARE,COMMUNITY,39,109,RESIDENTIAL AREA,0,1,0.33,0,0.33,--,Not At-Risk,Non-Failing,Not At-Risk,2,Y,N,N,0,0,0,0,4,0
CA5400884,ROCKFORD SCHOOL,321,4,NON-TRANSIENT NON-COMMUNITY,A,DISTRICT 24 - TULARE,non_carceral,0,0,0,0,TULARE  ,GW,GW,Not purchased,ROCKFORD SCHOOL,TULARE,DISTRICT 24 - TULARE,NON-TRANSIENT NON-COMMUNITY,4,321,SCHOOL,0,2,0.67,0,0.67,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,1,Y,N,N,0,0,0,0,4,0
CA5400886,COLUMBINE SCHOOL,220,11,NON-TRANSIENT NON-COMMUNITY,A,DISTRICT 24 - TULARE,non_carceral,0,0,0,0,TULARE  ,GW,GW,Not purchased,COLUMBINE SCHOOL,TULARE,DISTRICT 24 - TULARE,NON-TRANSIENT NON-COMMUNITY,10,220,SCHOOL,0,2,0.67,0,0.67,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,1,Y,N,N,0,0,0,0,4,0
CA5400896,FAR HORIZONS CAMP,200,12,TRANSIENT NON-COMMUNITY,A,DISTRICT 24 - TULARE,non_carceral,0,4,0,1,TULARE  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4
CA5400903,TRACT 92  COMMUNITY SERVICES DISTRICT,500,93,COMMUNITY,A,DISTRICT 24 - TULARE,non_carceral,0,1,0,1,TULARE  ,GW,GW,Not purchased,TRACT 92  COMMUNITY SERVICES DISTRICT,TULARE,DISTRICT 24 - TULARE,COMMUNITY,93,500,RESIDENTIAL AREA,0.25,1,0.33,0,0.4,--,Not At-Risk,Non-Failing,Not At-Risk,2,Y,N,N,0,2,0,1,4,0
CA5400917,SHOP N GO,25,1,TRANSIENT NON-COMMUNITY,A,DISTRICT 12 - VISALIA,non_carceral,0,0,0,0,TULARE  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA5400919,BUENA VISTA SCHOOL,250,9,NON-TRANSIENT NON-COMMUNITY,A,DISTRICT 24 - TULARE,non_carceral,0,1,0,1,TULARE  ,GW,GW,Not purchased,BUENA VISTA SCHOOL,TULARE,DISTRICT 24 - TULARE,NON-TRANSIENT NON-COMMUNITY,9,250,SCHOOL,2.25,1,0.33,0,0.9,--,At-Risk,Non-Failing,At-Risk,2,Y,N,N,0,0,0,0,4,0
CA5400922,BARTLETT PARK,506,1,TRANSIENT NON-COMMUNITY,A,DISTRICT 24 - TULARE,non_carceral,0,1,0,1,TULARE  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA5400928,VISALIA SALES YARD,500,1,TRANSIENT NON-COMMUNITY,A,DISTRICT 12 - VISALIA,non_carceral,0,2,0,1,TULARE  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,3
CA5400929,RIVERLAND RESORT,400,128,COMMUNITY,A,DISTRICT 12 - VISALIA,non_carceral,0,0,0,0,TULARE  ,GW,GW,Not purchased,RIVERLAND RESORT,TULARE,DISTRICT 12 - VISALIA,COMMUNITY,124,400,MOBILE HOME PARK,0,2.67,0.67,0.83,1.04,--,At-Risk,Non-Failing,At-Risk,1,Y,N,N,0,0,0,0,2,2
CA5400934,PONDEROSA CSD,340,148,COMMUNITY,A,DISTRICT 24 - TULARE,non_carceral,0,0,0,0,TULARE  ,GW,GW,Not purchased,PONDEROSA CSD,TULARE,DISTRICT 24 - TULARE,COMMUNITY,147,340,RESIDENTIAL AREA,0,0.33,1.67,0.17,0.54,--,Not At-Risk,Non-Failing,Not At-Risk,4,Y,N,N,0,6,0,1,4,0
CA5400935,CWS - MULLEN WATER COMPANY,138,44,COMMUNITY,A,DISTRICT 24 - TULARE,non_carceral,0,0,0,0,TULARE  ,GW,GW,Not purchased,CWS - MULLEN WATER COMPANY,TULARE,DISTRICT 24 - TULARE,COMMUNITY,44,138,RESIDENTIAL AREA,0,1,0.67,0,0.42,--,Not At-Risk,Non-Failing,Not At-Risk,2,Y,N,N,0,0,0,0,4,0
CA5400940,SIERRA KING HOMEOWNERS ASSN,260,52,COMMUNITY,A,DISTRICT 24 - TULARE,non_carceral,0,0,0,0,TULARE  ,GW,GW,Not purchased,SIERRA KING HOMEOWNERS ASSN,TULARE,DISTRICT 24 - TULARE,COMMUNITY,52,260,RESIDENTIAL AREA,1.5,0.33,0,0,0.46,--,Not At-Risk,Non-Failing,Not At-Risk,2,Y,N,N,0,0,0,0,4,0
CA5400964,SIERRA VISTA ASSOCIATION,43,13,COMMUNITY,A,DISTRICT 24 - TULARE,non_carceral,5,1,1,1,TULARE  ,GW,GW,Not purchased,SIERRA VISTA ASSOCIATION,TULARE,DISTRICT 24 - TULARE,COMMUNITY,13,44,RESIDENTIAL AREA,3,3.67,1.67,0.83,2.29,At-Risk,At-Risk,Failing,Failing,1,Y,N,Y,0,0,0,0,4,0
CA5400968,IMPROVEMENT DISTRICT NO. 1,200,80,COMMUNITY,A,DISTRICT 24 - TULARE,non_carceral,0,0,0,0,TULARE  ,SW,SW,Not purchased,IMPROVEMENT DISTRICT NO. 1,TULARE,DISTRICT 24 - TULARE,COMMUNITY,80,200,RESIDENTIAL AREA,0,0.33,0,0.67,0.25,--,Not At-Risk,Non-Failing,Not At-Risk,2,Y,N,N,0,0,0,0,4,0
CA5400985,BOB'S TINY MART,265,1,TRANSIENT NON-COMMUNITY,A,DISTRICT 12 - VISALIA,non_carceral,1,0,1,0,TULARE  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA5400994,HOPE ELEMENTARY SCHOOL,255,7,NON-TRANSIENT NON-COMMUNITY,A,DISTRICT 24 - TULARE,non_carceral,5,0,1,0,TULARE  ,GW,GW,Not purchased,HOPE ELEMENTARY SCHOOL,TULARE,DISTRICT 24 - TULARE,NON-TRANSIENT NON-COMMUNITY,7,255,SCHOOL,3,3.67,0.67,0,1.84,At-Risk,At-Risk,Failing,Failing,1,Y,N,Y,0,0,0,0,4,0
CA5401001,SEQUOIA CIDER MILL,60,1,TRANSIENT NON-COMMUNITY,A,DISTRICT 24 - TULARE,non_carceral,0,2,0,1,TULARE  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4
CA5401003,EAST OROSI COMMUNITY SERVICES DISTRICT,423,103,COMMUNITY,A,DISTRICT 24 - TULARE,non_carceral,4,0,1,0,TULARE  ,GW,GW,Not purchased,EAST OROSI COMMUNITY SERVICES DISTRICT,TULARE,DISTRICT 24 - TULARE,COMMUNITY,103,423,RESIDENTIAL AREA,3,2.67,0.67,1,1.84,At-Risk,At-Risk,Failing,Failing,2,Y,N,Y,0,0,0,0,3,1
CA5401006,UC DAVIS-SCHOOL OF VET. MED. CENTER,52,16,NON-TRANSIENT NON-COMMUNITY,A,DISTRICT 24 - TULARE,non_carceral,0,0,0,0,TULARE  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,1
CA5401026,DEER MEADOW MUTUAL WATER COMPANY,70,25,COMMUNITY,A,DISTRICT 24 - TULARE,non_carceral,0,2,0,1,TULARE  ,GW,GW,Not purchased,DEER MEADOW MUTUAL WATER COMPANY,TULARE,DISTRICT 24 - TULARE,COMMUNITY,25,70,RESIDENTIAL AREA,0.25,1.5,0,0,0.44,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0,0,0,0,4,0
CA5401044,CALTRANS VISALIA MAINTENANCE STATION,41,3,NON-TRANSIENT NON-COMMUNITY,A,DISTRICT 12 - VISALIA,non_carceral,0,0,0,0,TULARE  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA5401045,CALTRANS PHILLIP S. RAINE SFTY RSRA NB,980,5,TRANSIENT NON-COMMUNITY,A,DISTRICT 12 - VISALIA,non_carceral,0,1,0,1,TULARE  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA5401047,CALTRANS PHILLIP S. RAINE SFTY RSRA SB,1000,5,TRANSIENT NON-COMMUNITY,A,DISTRICT 12 - VISALIA,non_carceral,0,0,0,0,TULARE  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA5401071,SILVER CITY WATER CO.,156,56,TRANSIENT NON-COMMUNITY,A,DISTRICT 24 - TULARE,non_carceral,0,0,0,0,TULARE  ,SW,SW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA5401082,"VENTURA COASTAL, LLC - VISALIA DIVISION",120,5,NON-TRANSIENT NON-COMMUNITY,A,DISTRICT 24 - TULARE,non_carceral,0,2,0,1,TULARE  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,2
CA5401084,BAKER MOUNTAIN HOUSE,60,2,TRANSIENT NON-COMMUNITY,A,DISTRICT 24 - TULARE,non_carceral,0,1,0,1,TULARE  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA5401093,DOYLE SPRINGS ASSOCIATION,185,51,TRANSIENT NON-COMMUNITY,A,DISTRICT 24 - TULARE,non_carceral,0,0,0,0,TULARE  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
