PWSID,System_Name,County,Regulating_Agency,Water_Quality_Risk_Level_Display,Accessability_Risk_Level_Display,Affordability_Risk_Level_Display,TMF_Capacity_Risk_Level_Display,POPULATION ,SAFER_STATUS,Distinct count of PWSID,Funding Since 2017
CA5400886,COLUMBINE SCHOOL,TULARE,DISTRICT 24 - TULARE,No Risk,High Risk,Medium Risk,No Risk,220,Potentially At-Risk,1,$0 
CA5400903,TRACT 92  COMMUNITY SERVICES DISTRICT,TULARE,DISTRICT 24 - TULARE,Low Risk,Medium Risk,Low Risk,No Risk,500,Not At-Risk,1,$0 
CA5400919,BUENA VISTA ELEMENTARY SCHOOL,TULARE,DISTRICT 24 - TULARE,High Risk,Medium Risk,Low Risk,No Risk,250,At-Risk,1,$0 
CA5400929,RIVERLAND RESORT,TULARE,DISTRICT 12 - VISALIA,No Risk,High Risk,Medium Risk,Low Risk,400,At-Risk,1,$0 
CA5400934,PONDEROSA CSD,TULARE,DISTRICT 24 - TULARE,No Risk,Low Risk,High Risk,Low Risk,340,Not At-Risk,1,$0 
CA5400935,CWS - MULLEN WATER COMPANY,TULARE,DISTRICT 24 - TULARE,No Risk,Medium Risk,Medium Risk,No Risk,138,Not At-Risk,1,$0 
CA5400940,SIERRA KING HOMEOWNERS ASSN,TULARE,DISTRICT 24 - TULARE,Medium Risk,Low Risk,No Risk,No Risk,260,Not At-Risk,1,$0 
CA5400964,SIERRA VISTA ASSOCIATION,TULARE,DISTRICT 24 - TULARE,High Risk,High Risk,High Risk,Low Risk,43,Failing,1,$0 
CA5400968,IMPROVEMENT DISTRICT NO. 1,TULARE,DISTRICT 24 - TULARE,No Risk,Low Risk,No Risk,Low Risk,200,Not At-Risk,1,$0 
CA5400972,OUTSIDE CREEK SCHOOL,TULARE,DISTRICT 24 - TULARE,No Risk,High Risk,Low Risk,No Risk,125,Potentially At-Risk,1,$0 
CA5400994,HOPE ELEMENTARY SCHOOL,TULARE,DISTRICT 24 - TULARE,High Risk,High Risk,Medium Risk,No Risk,255,Failing,1,$0 
CA5401003,EAST OROSI COMMUNITY SERVICES DISTRICT,TULARE,DISTRICT 24 - TULARE,High Risk,High Risk,Medium Risk,Medium Risk,423,Failing,1,"$6,760,804 "
CA5401026,DEER MEADOW MUTUAL WATER COMPANY,TULARE,DISTRICT 24 - TULARE,Low Risk,High Risk,No Risk,No Risk,70,Not At-Risk,1,$0 
CA5402036,R-RANCH IN THE SEQUOIAS,TULARE,DISTRICT 24 - TULARE,No Risk,Medium Risk,Medium Risk,No Risk,330,Not At-Risk,1,$0 
CA5402038,PATTERSON TRACT CSD,TULARE,DISTRICT 24 - TULARE,No Risk,Medium Risk,Low Risk,No Risk,550,Not At-Risk,1,"$218,516 "
CA5402047,GLEANINGS FOR THE HUNGRY,TULARE,DISTRICT 24 - TULARE,High Risk,Medium Risk,Medium Risk,Low Risk,31,At-Risk,1,$0 
CA5402048,DEL ORO RIVER ISLAND SERV TERR #2,TULARE,DISTRICT 12 - VISALIA,High Risk,Low Risk,High Risk,Low Risk,89,At-Risk,1,$0 
CA5403023,DELFT COLONY WATER,TULARE,DISTRICT 24 - TULARE,No Risk,Medium Risk,High Risk,Low Risk,412,At-Risk,1,$0 
CA5403043,YETTEM WATER SYSTEM,TULARE,DISTRICT 24 - TULARE,High Risk,Medium Risk,High Risk,Low Risk,350,At-Risk,1,"$5,760,488 "
CA5403084,FAIRWAY MUTUAL WATER CO,TULARE,DISTRICT 24 - TULARE,No Risk,Medium Risk,Medium Risk,No Risk,150,Not At-Risk,1,$0 
CA5403110,SIERRA MUTUAL WATER COMPANY,TULARE,DISTRICT 24 - TULARE,High Risk,Low Risk,High Risk,Low Risk,43,At-Risk,1,$0 
CA5403113,SOUTH FORK ESTATES MUTUAL WATER CO,TULARE,DISTRICT 24 - TULARE,No Risk,Low Risk,No Risk,Low Risk,106,Not At-Risk,1,$0 
CA5403126,FAMILY EDUCATION CENTER,TULARE,DISTRICT 24 - TULARE,Not Assessed,Not Assessed,Not Assessed,Not Assessed,50,Not Assessed,1,$0 
CA5403130,ELEANOR ROOSEVELT COMM LEARNING CTR,TULARE,DISTRICT 12 - VISALIA,No Risk,High Risk,Low Risk,No Risk,295,Not At-Risk,1,$0 
CA5403131,SUNNY ACRES PRESCHOOL,TULARE,DISTRICT 24 - TULARE,Not Assessed,Not Assessed,Not Assessed,Not Assessed,50,Not Assessed,1,$0 
CA5403144,ALI MUTUAL WATER CO,TULARE,DISTRICT 24 - TULARE,No Risk,High Risk,No Risk,Low Risk,39,Potentially At-Risk,1,$0 
CA5403146,LIBERTY ELEMENTARY SCHOOL,TULARE,DISTRICT 24 - TULARE,No Risk,High Risk,No Risk,No Risk,818,At-Risk,1,$0 
CA5403213,TEEN CHALLENGE,TULARE,DISTRICT 12 - VISALIA,No Risk,High Risk,Low Risk,Low Risk,130,Potentially At-Risk,1,$0 
CA5403217,OKIEVILLE HIGHLAND ACRES MWC,TULARE,DISTRICT 24 - TULARE,No Risk,High Risk,Low Risk,No Risk,300,Not At-Risk,1,"$3,320,250 "
CA5410001,CUTLER PUD,TULARE,DISTRICT 24 - TULARE,High Risk,Medium Risk,High Risk,Medium Risk,"6,200",Failing,1,$0 
CA5410002,"DINUBA, CITY OF",TULARE,DISTRICT 24 - TULARE,No Risk,Medium Risk,Medium Risk,Low Risk,"6,081",Not At-Risk,1,"$950,000 "
CA5410003,"EXETER, CITY OF",TULARE,DISTRICT 24 - TULARE,High Risk,Medium Risk,Medium Risk,Medium Risk,"11,169",At-Risk,1,$0 
CA5410004,"FARMERSVILLE, CITY OF",TULARE,DISTRICT 24 - TULARE,No Risk,Medium Risk,Medium Risk,Low Risk,"10,243",Not At-Risk,1,$0 
CA5410006,"LINDSAY, CITY OF",TULARE,DISTRICT 24 - TULARE,Low Risk,Medium Risk,Medium Risk,Low Risk,"12,659",Failing,1,"$246,838 "
CA5410007,LSID - TONYVILLE,TULARE,DISTRICT 24 - TULARE,High Risk,Medium Risk,No Risk,Medium Risk,500,Failing,1,$0 
CA5410008,OROSI PUBLIC UTILITY DISTRICT,TULARE,DISTRICT 24 - TULARE,No Risk,Medium Risk,Low Risk,Low Risk,"8,300",Not At-Risk,1,"$6,760,804 "
CA5410009,PIXLEY PUBLIC UTIL DIST,TULARE,DISTRICT 12 - VISALIA,High Risk,High Risk,High Risk,High Risk,"2,772",Failing,1,$0 
CA5410010,"PORTERVILLE, CITY OF",TULARE,DISTRICT 24 - TULARE,Low Risk,Low Risk,Medium Risk,No Risk,"63,164",Not At-Risk,1,"$28,312,506 "
CA5410011,SPRINGVILLE PUD,TULARE,DISTRICT 12 - VISALIA,Low Risk,High Risk,Low Risk,No Risk,"1,500",At-Risk,1,$0 
CA5410012,STRATHMORE PUBLIC UTIL DIST,TULARE,DISTRICT 24 - TULARE,High Risk,Medium Risk,High Risk,Low Risk,"2,669",At-Risk,1,$0 
CA5410014,TIPTON COMMUNITY SERVICES DIST,TULARE,DISTRICT 12 - VISALIA,High Risk,Medium Risk,Medium Risk,Medium Risk,"2,543",Failing,1,$0 
CA5410015,"TULARE, CITY OF",TULARE,DISTRICT 24 - TULARE,Low Risk,Low Risk,Low Risk,Low Risk,"72,131",Not At-Risk,1,"$3,684,196 "
CA5410016,CWS - VISALIA,TULARE,DISTRICT 24 - TULARE,Not Assessed,Not Assessed,Not Assessed,Not Assessed,"148,496",Not Assessed,1,$0 
CA5410017,LONDON COMMUNITY SERV DIST,TULARE,DISTRICT 12 - VISALIA,High Risk,Medium Risk,Medium Risk,No Risk,"2,134",Failing,1,"$4,974,655 "
CA5410019,IVANHOE PUBLIC UTILITY DIST,TULARE,DISTRICT 24 - TULARE,High Risk,Medium Risk,Low Risk,Low Risk,"4,580",At-Risk,1,"$2,839,952 "
CA5410020,"WOODLAKE, CITY OF",TULARE,DISTRICT 24 - TULARE,Low Risk,Medium Risk,Medium Risk,Low Risk,"7,846",Potentially At-Risk,1,$0 
CA5410021,EARLIMART PUD,TULARE,DISTRICT 24 - TULARE,High Risk,Medium Risk,Medium Risk,Medium Risk,"7,679",Failing,1,"$584,506 "
CA5410022,CAMP NELSON WATER COMPANY,TULARE,DISTRICT 12 - VISALIA,Low Risk,No Risk,Medium Risk,No Risk,134,Not At-Risk,1,$0 
CA5410024,RICHGROVE COMMUNITY SERVICES DISTRICT,TULARE,DISTRICT 12 - VISALIA,High Risk,Medium Risk,High Risk,High Risk,"1,617",Failing,1,"$5,983,165 "
CA5410025,WOODVILLE PUBLIC UTILITY DIST,TULARE,DISTRICT 12 - VISALIA,High Risk,High Risk,High Risk,Low Risk,"1,740",Failing,1,"$655,610 "
CA5410026,POPLAR COMM SERVICE DIST,TULARE,DISTRICT 12 - VISALIA,No Risk,High Risk,High Risk,Low Risk,"2,200",At-Risk,1,$0 
CA5410034,DEL ORO CALIFORNIA PINES DISTRICT,TULARE,DISTRICT 24 - TULARE,Low Risk,High Risk,High Risk,No Risk,944,At-Risk,1,$0 
CA5410036,LSID-STRATHMORE SYSTEM,TULARE,DISTRICT 24 - TULARE,No Risk,Medium Risk,Medium Risk,Medium Risk,500,Potentially At-Risk,1,$0 
CA5410038,TERRA BELLA IRRIGATION DISTRICT - TBT,TULARE,DISTRICT 24 - TULARE,Low Risk,Low Risk,High Risk,Low Risk,"2,656",At-Risk,1,$0 
CA5410039,PLAINVIEW MUTUAL WATER COMPANY,TULARE,DISTRICT 12 - VISALIA,Low Risk,High Risk,Medium Risk,Low Risk,617,At-Risk,1,"$224,135 "
CA5410041,CWS - TULCO WATER COMPANY,TULARE,DISTRICT 24 - TULARE,High Risk,Low Risk,No Risk,No Risk,716,Potentially At-Risk,1,$0 
CA5410048,PORTERVILLE-JONES CORNER,TULARE,DISTRICT 24 - TULARE,Low Risk,Medium Risk,Medium Risk,No Risk,339,Not At-Risk,1,$0 
CA5410050,ALPAUGH COMMUNITY SERVICES DISTRICT,TULARE,DISTRICT 24 - TULARE,Medium Risk,Medium Risk,High Risk,Low Risk,871,At-Risk,1,"$4,301,719 "
CA5410503,NPS-WOLVERTON,TULARE,DISTRICT 12 - VISALIA,Low Risk,Low Risk,Low Risk,Medium Risk,"2,940",Failing,1,$0 
CA5410513,NPS-ASH MOUNTAIN,TULARE,DISTRICT 24 - TULARE,No Risk,Low Risk,Low Risk,Medium Risk,"2,930",Not At-Risk,1,$0 
CA5410800,CAL FIRE - MOUNTAIN HOME CNSRVTN CAMP,TULARE,DISTRICT 24 - TULARE,No Risk,Low Risk,Medium Risk,Low Risk,123,Not At-Risk,1,$0 
CA5410801,PORTERVILLE DEVELOPMENTAL CENTER,TULARE,DISTRICT 24 - TULARE,Low Risk,Medium Risk,Medium Risk,Low Risk,"1,281",At-Risk,1,$0 
CA5500040,BLUEBELL VALLEY MWC,TUOLUMNE,DISTRICT 28 - YOSEMITE,High Risk,Low Risk,Medium Risk,No Risk,282,At-Risk,1,$0 
CA5500041,ALPINE ACRES MUTUAL WATER CO,TUOLUMNE,DISTRICT 28 - YOSEMITE,No Risk,Low Risk,No Risk,High Risk,195,Not At-Risk,1,$0 
CA5500042,BELLEVIEW OAKS MUTUAL WATER CO,TUOLUMNE,DISTRICT 28 - YOSEMITE,No Risk,Low Risk,No Risk,No Risk,468,Not At-Risk,1,$0 
CA5500048,DON PEDRO REC AG:FLEM.MEADOWS,TUOLUMNE,DISTRICT 28 - YOSEMITE,No Risk,High Risk,Medium Risk,Medium Risk,"1,041",Potentially At-Risk,1,$0 
CA5500053,LEISURE PINES MUTUAL WATER CO,TUOLUMNE,DISTRICT 28 - YOSEMITE,Low Risk,Low Risk,No Risk,Low Risk,340,Not At-Risk,1,$0 
CA5500057,LONG BARN PROPERTY OWNERS,TUOLUMNE,DISTRICT 28 - YOSEMITE,Low Risk,Low Risk,High Risk,No Risk,97,Not At-Risk,1,$0 
CA5500060,MI WUK HEIGHTS MWC,TUOLUMNE,DISTRICT 28 - YOSEMITE,Low Risk,No Risk,No Risk,No Risk,445,Not At-Risk,1,$0 
CA5500064,MULLER MUTUAL WATER COMPANY,TUOLUMNE,DISTRICT 28 - YOSEMITE,No Risk,Medium Risk,No Risk,No Risk,154,Not At-Risk,1,"$175,000 "
CA5500071,RAWHIDE MUTUAL WATER COMPANY,TUOLUMNE,DISTRICT 28 - YOSEMITE,No Risk,Low Risk,No Risk,Low Risk,269,Not At-Risk,1,$0 
CA5500074,SIERRA VILLAGE MUTUAL WATER CO,TUOLUMNE,DISTRICT 28 - YOSEMITE,No Risk,No Risk,High Risk,No Risk,361,Not At-Risk,1,$0 
CA5500077,SLIDE INN SNOWBOWL WATER CO,TUOLUMNE,DISTRICT 28 - YOSEMITE,No Risk,High Risk,High Risk,Low Risk,417,At-Risk,1,$0 
CA5500080,TWAIN HARTE VALLEY MWC,TUOLUMNE,DISTRICT 28 - YOSEMITE,No Risk,High Risk,No Risk,Low Risk,202,Not At-Risk,1,$0 
CA5500086,SONORA ESTATES MOBILE HOME PARK,TUOLUMNE,DISTRICT 28 - YOSEMITE,No Risk,Low Risk,High Risk,No Risk,235,Not At-Risk,1,$0 
CA5500092,PONDEROSA MOBILE HOME PARK,TUOLUMNE,DISTRICT 28 - YOSEMITE,No Risk,Low Risk,No Risk,Low Risk,52,Not At-Risk,1,$0 
CA5500096,SIERRA TWAIN HARTE MHP,TUOLUMNE,DISTRICT 28 - YOSEMITE,Low Risk,Medium Risk,No Risk,No Risk,129,Not At-Risk,1,$0 
CA5500104,CASCADE ESTATES,TUOLUMNE,DISTRICT 28 - YOSEMITE,No Risk,No Risk,Low Risk,Low Risk,316,Not At-Risk,1,$0 
CA5500115,SUGAR PINE RV RESORT,TUOLUMNE,DISTRICT 28 - YOSEMITE,No Risk,High Risk,No Risk,Low Risk,219,At-Risk,1,$0 
CA5500116,PEPPERMINT CREEK MHP,TUOLUMNE,DISTRICT 28 - YOSEMITE,Low Risk,High Risk,Medium Risk,Low Risk,280,At-Risk,1,$0 
CA5500119,YOSEMITE VISTA ESTATES,TUOLUMNE,DISTRICT 28 - YOSEMITE,No Risk,High Risk,No Risk,Low Risk,85,Not At-Risk,1,$0 
CA5500120,49ER TRAILER RANCH,TUOLUMNE,DISTRICT 28 - YOSEMITE,No Risk,No Risk,High Risk,Low Risk,115,Not At-Risk,1,$0 
CA5500124,MONO VISTA RANCH MHP,TUOLUMNE,DISTRICT 28 - YOSEMITE,Low Risk,High Risk,No Risk,Low Risk,105,Failing,1,$0 
CA5500125,MOTHER LODE MOBILE ESTATES,TUOLUMNE,DISTRICT 28 - YOSEMITE,Low Risk,No Risk,No Risk,Low Risk,210,Failing,1,$0 
CA5500128,GOLD RUSH MOBILE HOME PARK,TUOLUMNE,DISTRICT 28 - YOSEMITE,High Risk,Low Risk,High Risk,No Risk,67,At-Risk,1,$0 
CA5500148,CHINESE CAMP SCHOOL,TUOLUMNE,DISTRICT 28 - YOSEMITE,High Risk,High Risk,Medium Risk,No Risk,36,At-Risk,1,$0 
CA5500149,COLUMBIA MOBILE HOME PARK,TUOLUMNE,DISTRICT 28 - YOSEMITE,No Risk,No Risk,Low Risk,No Risk,89,Not At-Risk,1,$0 
CA5500171,SIERRA OUTDOOR SCHOOL,TUOLUMNE,DISTRICT 28 - YOSEMITE,Low Risk,Low Risk,Low Risk,No Risk,289,Not At-Risk,1,$0 
CA5500193,TAMARRON MOBILE HOME PARK,TUOLUMNE,DISTRICT 28 - YOSEMITE,No Risk,No Risk,No Risk,Low Risk,225,Not At-Risk,1,$0 
CA5500221,PINECREST ELEMENTARY SCHOOL,TUOLUMNE,DISTRICT 28 - YOSEMITE,No Risk,High Risk,Low Risk,No Risk,28,Not At-Risk,1,$0 
CA5500242,SIERRA WALDORF SCHOOL,TUOLUMNE,DISTRICT 28 - YOSEMITE,Low Risk,High Risk,No Risk,No Risk,175,At-Risk,1,$0 
CA5500243,RAMBLING HILLS ESTATES,TUOLUMNE,DISTRICT 28 - YOSEMITE,No Risk,Low Risk,Medium Risk,Low Risk,78,Not At-Risk,1,$0 
CA5500353,SIERRA VILLAGE MOBILE HOME PARK,TUOLUMNE,DISTRICT 28 - YOSEMITE,Low Risk,High Risk,No Risk,Low Risk,22,Failing,1,$0 
CA5500363,TUD-WARDS FERRY RANCHES,TUOLUMNE,DISTRICT 28 - YOSEMITE,No Risk,Low Risk,Medium Risk,No Risk,62,Not At-Risk,1,$0 
CA5510001,TUD - SONORA/JAMESTOWN WATER SYSTEM,TUOLUMNE,DISTRICT 28 - YOSEMITE,Low Risk,Low Risk,High Risk,No Risk,"11,054",Potentially At-Risk,1,"$465,979 "
CA5510002,TUD - PONDEROSA,TUOLUMNE,DISTRICT 28 - YOSEMITE,No Risk,High Risk,Medium Risk,No Risk,"1,767",Not At-Risk,1,"$10,744,198 "
CA5510003,TUD - TUOLUMNE WATER SYSTEM,TUOLUMNE,DISTRICT 28 - YOSEMITE,No Risk,High Risk,Medium Risk,No Risk,"1,761",Not At-Risk,1,$0 
CA5510004,PINECREST PERMITTEES ASSN,TUOLUMNE,DISTRICT 28 - YOSEMITE,No Risk,Low Risk,High Risk,No Risk,"1,298",Not At-Risk,1,$0 
CA5510005,TWAIN HARTE COMMUNITY SERVICES DISTRICT,TUOLUMNE,DISTRICT 28 - YOSEMITE,Low Risk,Low Risk,No Risk,Low Risk,"2,378",Not At-Risk,1,"$777,151 "
CA5510006,MI WUK VILLAGE MUT WTR CO,TUOLUMNE,DISTRICT 28 - YOSEMITE,Low Risk,No Risk,No Risk,Low Risk,"2,163",Not At-Risk,1,$0 
CA5510007,DEL ORO WATER COMPANY - STRAWBERRY DIV.,TUOLUMNE,DISTRICT 28 - YOSEMITE,Medium Risk,High Risk,High Risk,No Risk,"1,295",At-Risk,1,$0 
CA5510008,LAKE DON PEDRO CSD,TUOLUMNE,DISTRICT 28 - YOSEMITE,Low Risk,Low Risk,Low Risk,High Risk,"3,240",Potentially At-Risk,1,"$500,000 "
CA5510009,GROVELAND COMMUNITY SERV DIST,TUOLUMNE,DISTRICT 28 - YOSEMITE,Low Risk,Low Risk,No Risk,No Risk,"3,400",Failing,1,"$3,954,200 "
CA5510011,COLD SPRINGS WATER CO,TUOLUMNE,DISTRICT 28 - YOSEMITE,No Risk,Low Risk,High Risk,Low Risk,"1,771",Not At-Risk,1,$0 
CA5510012,TUD - UPPER BASIN WATER SYSTEM,TUOLUMNE,DISTRICT 28 - YOSEMITE,Low Risk,No Risk,No Risk,No Risk,"13,280",Not At-Risk,1,"$10,744,198 "
CA5510013,TUD - COLUMBIA WATER SYSTEM,TUOLUMNE,DISTRICT 28 - YOSEMITE,Low Risk,No Risk,High Risk,No Risk,"5,463",Not At-Risk,1,"$3,099,858 "
CA5510016,SIERRA PARK WATER COMPANY INC.,TUOLUMNE,DISTRICT 28 - YOSEMITE,Low Risk,Low Risk,High Risk,No Risk,400,Failing,1,"$1,500,000 "
CA5510021,TUD-PEACEFUL PINES WATER SYSTEM,TUOLUMNE,DISTRICT 28 - YOSEMITE,No Risk,High Risk,High Risk,No Risk,92,Potentially At-Risk,1,$0 
CA5510023,SONORA MEADOWS MUTUAL WTR CO,TUOLUMNE,DISTRICT 28 - YOSEMITE,No Risk,No Risk,No Risk,No Risk,"1,123",Not At-Risk,1,$0 
CA5510024,"SONORA WATER RESOURCES, INC",TUOLUMNE,DISTRICT 28 - YOSEMITE,No Risk,Medium Risk,High Risk,Low Risk,"1,154",Not At-Risk,1,$0 
CA5510026,PHOENIX LAKE ESTATES CC MWC,TUOLUMNE,DISTRICT 28 - YOSEMITE,High Risk,Low Risk,Medium Risk,No Risk,"1,168",At-Risk,1,$0 
CA5510028,TUD-APPLE VALLEY ESTATES,TUOLUMNE,DISTRICT 28 - YOSEMITE,No Risk,Low Risk,No Risk,No Risk,826,Not At-Risk,1,$0 
CA5510503,YOSEMITE NPS-HODGDON MEADOW,TUOLUMNE,DISTRICT 28 - YOSEMITE,Medium Risk,High Risk,High Risk,Medium Risk,51,At-Risk,1,$0 
CA5510851,CDCR - SIERRA CONSERVATION CENTER,TUOLUMNE,DISTRICT 28 - YOSEMITE,No Risk,High Risk,Medium Risk,Medium Risk,"3,571",Potentially At-Risk,1,$0 
CA5510852,CAL FIRE BASELINE CONSERVATION CAMP,TUOLUMNE,DISTRICT 28 - YOSEMITE,Low Risk,High Risk,Medium Risk,Medium Risk,150,At-Risk,1,$0 
CA5601104,CASITAS MUTUAL WATER COMPANY,VENTURA,DISTRICT 06 - SANTA BARBARA,No Risk,No Risk,Medium Risk,Low Risk,238,Not At-Risk,1,$0 
CA5601105,FILLMORE IRRIGATION CO,VENTURA,DISTRICT 06 - SANTA BARBARA,No Risk,No Risk,High Risk,Low Risk,353,Not At-Risk,1,$0 
CA5601106,ALTURAS FILLMORE MHP,VENTURA,DISTRICT 06 - SANTA BARBARA,No Risk,High Risk,Low Risk,No Risk,99,Potentially At-Risk,1,$0 
CA5601110,MIDDLE ROAD MUTUAL WATER CO,VENTURA,DISTRICT 06 - SANTA BARBARA,No Risk,Medium Risk,No Risk,Low Risk,134,Not At-Risk,1,$0 
CA5601116,SAN CAYETANO MUTUAL WATER CO,VENTURA,DISTRICT 06 - SANTA BARBARA,No Risk,Low Risk,Low Risk,Low Risk,43,Not At-Risk,1,$0 
CA5601117,SENIOR CANYON MUTUAL WATER CO,VENTURA,DISTRICT 06 - SANTA BARBARA,No Risk,No Risk,Medium Risk,Low Risk,800,Not At-Risk,1,$0 
CA5601119,SIETE ROBLES MUTUAL WATER CO,VENTURA,DISTRICT 06 - SANTA BARBARA,No Risk,No Risk,Low Risk,Low Risk,323,Not At-Risk,1,$0 
CA5601120,SISAR MUTUAL WATER CO,VENTURA,DISTRICT 06 - SANTA BARBARA,No Risk,No Risk,No Risk,Low Risk,340,Not At-Risk,1,$0 
CA5601122,TICO MUTUAL WATER CO,VENTURA,DISTRICT 06 - SANTA BARBARA,High Risk,No Risk,No Risk,Low Risk,72,At-Risk,1,"$1,628,324 "
CA5601125,COMMUNITY MUTUAL WATER CO,VENTURA,DISTRICT 06 - SANTA BARBARA,No Risk,Low Risk,Medium Risk,No Risk,65,Not At-Risk,1,$0 
CA5601134,ELKINS RANCH,VENTURA,DISTRICT 06 - SANTA BARBARA,Low Risk,High Risk,High Risk,Low Risk,150,Failing,1,$0 
CA5601137,RINCON WATER & ROAD WORKS,VENTURA,DISTRICT 06 - SANTA BARBARA,Low Risk,Medium Risk,High Risk,No Risk,25,At-Risk,1,$0 
CA5601141,SOUTH MOUNTAIN MUTUAL WATER CO,VENTURA,DISTRICT 06 - SANTA BARBARA,No Risk,High Risk,No Risk,Low Risk,58,At-Risk,1,$0 
CA5601144,RANCHO SESPE WORKERS IMP ASSOC,VENTURA,DISTRICT 06 - SANTA BARBARA,No Risk,High Risk,Low Risk,Low Risk,600,Potentially At-Risk,1,$0 
CA5601201,LIMONEIRA RANCH #1,VENTURA,DISTRICT 06 - SANTA BARBARA,No Risk,Medium Risk,No Risk,Low Risk,"1,187",Not At-Risk,1,$0 
CA5601401,KROTONA INSTITUTE,VENTURA,DISTRICT 06 - SANTA BARBARA,No Risk,No Risk,No Risk,No Risk,30,Not At-Risk,1,$0 
CA5601405,SANTA CLARA SCHOOL,VENTURA,DISTRICT 06 - SANTA BARBARA,Low Risk,High Risk,Low Risk,No Risk,39,At-Risk,1,$0 
CA5602101,ESTERINA PROPERTIES,VENTURA,DISTRICT 06 - SANTA BARBARA,Low Risk,High Risk,Low Risk,Medium Risk,50,Failing,1,$0 
CA5602103,CYPRESS MUTUAL WATER CO INC,VENTURA,DISTRICT 06 - SANTA BARBARA,Low Risk,High Risk,Medium Risk,No Risk,224,Failing,1,$0 
CA5602104,DEL NORTE MUTUAL WATER CO.,VENTURA,DISTRICT 06 - SANTA BARBARA,High Risk,Low Risk,No Risk,High Risk,215,At-Risk,1,$0 
CA5602108,GARDEN ACRES MUTUAL WATER CO,VENTURA,DISTRICT 06 - SANTA BARBARA,No Risk,Low Risk,Medium Risk,No Risk,"1,335",Not At-Risk,1,$0 
CA5602109,SIESTA MOBILE HOME PARK,VENTURA,DISTRICT 06 - SANTA BARBARA,Low Risk,High Risk,Medium Risk,Low Risk,160,Failing,1,$0 
CA5602110,NAVALAIR MOBILE HOME PARK,VENTURA,DISTRICT 06 - SANTA BARBARA,Low Risk,High Risk,Medium Risk,Medium Risk,160,Failing,1,$0 
CA5602111,NYELAND ACRES MUTUAL WATER CO,VENTURA,DISTRICT 06 - SANTA BARBARA,Low Risk,Low Risk,Medium Risk,Low Risk,975,Not At-Risk,1,$0 
CA5602115,SAVIERS ROAD MUTUAL WATER CO,VENTURA,DISTRICT 06 - SANTA BARBARA,Low Risk,High Risk,Medium Risk,Low Risk,368,Failing,1,$0 
CA5602117,STRICKLAND MUTUAL WATER COMPANY,VENTURA,DISTRICT 06 - SANTA BARBARA,Low Risk,Medium Risk,No Risk,Low Risk,429,Potentially At-Risk,1,$0 
CA5602130,SOLANO VERDE MUTUAL WATER CO,VENTURA,DISTRICT 06 - SANTA BARBARA,No Risk,Medium Risk,No Risk,Low Risk,100,Not At-Risk,1,$0 
CA5602132,WATERS ROAD DOMESTIC USERS GROUP,VENTURA,DISTRICT 06 - SANTA BARBARA,No Risk,Medium Risk,High Risk,Low Risk,25,Potentially At-Risk,1,$0 
CA5602140,SATICOY COUNTRY CLUB-CITY OF VENTURA,VENTURA,DISTRICT 06 - SANTA BARBARA,High Risk,Low Risk,No Risk,No Risk,196,Potentially At-Risk,1,$0 
CA5602403,LAGUNA VISTA SCHOOL/OCEANVIEW SCHOOL DIS,VENTURA,DISTRICT 06 - SANTA BARBARA,Low Risk,High Risk,Low Risk,No Risk,404,At-Risk,1,$0 
CA5602406,RIO SCHOOL DIST/RIO DEL VALLE SCHOOL,VENTURA,DISTRICT 06 - SANTA BARBARA,No Risk,Medium Risk,Medium Risk,No Risk,820,Not At-Risk,1,$0 
CA5602407,RIO MESA HIGH SCHOOL/OXNARD UHS,VENTURA,DISTRICT 06 - SANTA BARBARA,Medium Risk,High Risk,No Risk,No Risk,"2,600",At-Risk,1,$0 
CA5602408,RIO SCHOOL DIST/ RIO REAL SCHOOL,VENTURA,DISTRICT 06 - SANTA BARBARA,No Risk,Medium Risk,Medium Risk,No Risk,550,Not At-Risk,1,$0 
CA5603301,BRANDEIS BARDIN INSTITUTE,VENTURA,DISTRICT 06 - SANTA BARBARA,No Risk,Medium Risk,No Risk,Low Risk,665,Not At-Risk,1,$0 
CA5610001,DEMPSEY ROAD MUTUAL WATER CO,VENTURA,DISTRICT 06 - SANTA BARBARA,Low Risk,Low Risk,Low Risk,Low Risk,990,Not At-Risk,1,$0 
CA5610002,FILLMORE WATER DEPT,VENTURA,DISTRICT 06 - SANTA BARBARA,No Risk,Low Risk,Low Risk,No Risk,"16,419",Not At-Risk,1,$0 
CA5610003,VENTURA CWWD NO. 17 - BELL CANYON,VENTURA,DISTRICT 06 - SANTA BARBARA,No Risk,Medium Risk,No Risk,Low Risk,"1,946",Not At-Risk,1,$0 
CA5610005,MEINERS OAKS CWD,VENTURA,DISTRICT 06 - SANTA BARBARA,No Risk,No Risk,No Risk,No Risk,"4,200",Not At-Risk,1,$0 
CA5610006,"CROWN POINTE ESTATES AT MALIBU, LLC",VENTURA,DISTRICT 06 - SANTA BARBARA,No Risk,Low Risk,No Risk,Medium Risk,690,Not At-Risk,1,$0 
CA5610007,OXNARD WATER DEPT,VENTURA,DISTRICT 06 - SANTA BARBARA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,"200,232",Not Assessed,1,$0 
