PWSID,Water_System_Name,County,Regulating_agency,Water_System_Type,Service_Connections,Population, Primary_Service_Area,Water_Quality_Category_Score,Accessibility_Category_Score,Affordability_Category_Score,TMF_Capacity_Category_Score,Total_Risk_Assessment_Score,Automatically_At_Risk,Risk_Assessment_Result,Failing_Status,SAFER_Status,Number_of_Water_Sources,Absence_of_Interties,Source_Capacity_Violations,Bottled_Water_or_Hauled_Water_Reliance,Significant_Deficiencies
CA5000060,CASA DE AMIGOS MANUFACTURED HOUSING COMM,STANISLAUS,LPA80 - STANISLAUS COUNTY,COMMUNITY,73,204,MOBILE HOME PARK              ,0,2.67,0.33,0,0.75,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,1,Y,N,N,0
CA5000061,MARTIN'S MOBILE HOME COURT,STANISLAUS,LPA80 - STANISLAUS COUNTY,COMMUNITY,20,60,MOBILE HOME PARK              ,2.5,2.67,0,1.5,1.67,--,At-Risk,Failing,Failing,1,Y,N,N,0
CA5000067,TULLY MOBILE ESTATES,STANISLAUS,LPA80 - STANISLAUS COUNTY,COMMUNITY,18,56,MOBILE HOME PARK              ,3,1.5,0,1,1.38,--,At-Risk,Non-Failing,At-Risk,1,Y,N,N,0
CA5000071,TWIN CYPRESS MOBILE HOME PARK,STANISLAUS,LPA80 - STANISLAUS COUNTY,COMMUNITY,45,112,MOBILE HOME PARK              ,1.5,2.17,0.33,1,1.25,--,At-Risk,Non-Failing,At-Risk,1,Y,N,N,0
CA5000072,MULBERRY MHP,STANISLAUS,LPA80 - STANISLAUS COUNTY,COMMUNITY,53,148,MOBILE HOME PARK              ,0,0.33,0.33,0,0.17,--,Not At-Risk,Non-Failing,Not At-Risk,2,Y,N,N,0
CA5000080,COUNTRY WESTERN MHRV,STANISLAUS,LPA80 - STANISLAUS COUNTY,COMMUNITY,60,55,MOBILE HOME PARK              ,2,1.33,2,0,1.33,--,At-Risk,Non-Failing,At-Risk,1,Y,N,N,0
CA5000082,4N MOBILEHOME PARK,STANISLAUS,LPA80 - STANISLAUS COUNTY,COMMUNITY,31,65,MOBILE HOME PARK              ,1.5,2.17,0,0.67,1.09,--,At-Risk,Non-Failing,At-Risk,1,Y,N,N,0
CA5000090,RIVERVIEW MOBILE HOME ESTATES,STANISLAUS,LPA80 - STANISLAUS COUNTY,COMMUNITY,173,540,MOBILE HOME PARK              ,3,0.33,0,0.33,0.92,--,At-Risk,Failing,Failing,2,Y,N,N,0
CA5000095,SUNRISE VILLAGE MHP,STANISLAUS,LPA80 - STANISLAUS COUNTY,COMMUNITY,126,353,MOBILE HOME PARK              ,0.5,1.33,0.67,0.83,0.83,--,At-Risk,Failing,Failing,1,Y,N,N,0
CA5000099,DEL RIO EAST HOA WATER SYSTEM,STANISLAUS,LPA80 - STANISLAUS COUNTY,COMMUNITY,55,110,RESIDENTIAL AREA              ,0,0.33,0,1,0.33,--,Not At-Risk,Non-Failing,Not At-Risk,2,Y,N,N,0
CA5000101,CHATOM SCHOOL (EH),STANISLAUS,LPA80 - STANISLAUS COUNTY,NON-TRANSIENT NON-COMMUNITY,6,385,SCHOOL                        ,0,1.5,0,0,0.38,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0
CA5000109,CERES UNIFIED/WESTPORT SCHOOL,STANISLAUS,LPA80 - STANISLAUS COUNTY,NON-TRANSIENT NON-COMMUNITY,6,450,SCHOOL                        ,3,1.5,0.67,0,1.29,--,At-Risk,Failing,Failing,1,Y,N,N,0
CA5000132,VALLEY HOME SCHOOL TEXAS,STANISLAUS,LPA80 - STANISLAUS COUNTY,NON-TRANSIENT NON-COMMUNITY,1,80,SCHOOL                        ,0,2.17,0,0,0.54,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0
CA5000133,HART- RANSOM UNION SCHOOL & DISTRICT,STANISLAUS,LPA80 - STANISLAUS COUNTY,NON-TRANSIENT NON-COMMUNITY,9,650,SCHOOL                        ,0,1.33,0,0,0.33,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0
CA5000155,ROBERTS FERRY SCHOOL CAFETERIA,STANISLAUS,LPA80 - STANISLAUS COUNTY,NON-TRANSIENT NON-COMMUNITY,2,100,SCHOOL                        ,0,1.33,0.33,0,0.42,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0
CA5000218,COUNTRY VILLA APTS,STANISLAUS,LPA80 - STANISLAUS COUNTY,COMMUNITY,23,60,RESIDENTIAL AREA              ,2,2,0,1,1.25,--,At-Risk,Failing,Failing,1,Y,N,N,0
CA5000237,NORTH OAKS MUTUAL WATER CO,STANISLAUS,LPA80 - STANISLAUS COUNTY,COMMUNITY,78,234,RESIDENTIAL AREA              ,0.25,1,0,0.67,0.48,--,Not At-Risk,Non-Failing,Not At-Risk,4,Y,N,N,0
CA5000249,STANISLAUS UNION SCHOOL DIST,STANISLAUS,LPA80 - STANISLAUS COUNTY,NON-TRANSIENT NON-COMMUNITY,1,390,SCHOOL                        ,2.5,1.5,0,0,1,--,At-Risk,Failing,Failing,1,Y,N,N,0
CA5000255,MOUNTAIN VIEW ELEMENTARY SCHOOL,STANISLAUS,LPA80 - STANISLAUS COUNTY,NON-TRANSIENT NON-COMMUNITY,8,163,SCHOOL                        ,2.5,1.5,0.67,0,1.17,At-Risk,At-Risk,Failing,Failing,2,Y,N,Y,0
CA5000263,OASIS INVESTMENTS,STANISLAUS,LPA80 - STANISLAUS COUNTY,COMMUNITY,31,75,RESIDENTIAL AREA              ,0.5,1.5,0,1,0.75,--,Potentially At-Risk,Failing,Failing,1,Y,N,N,0
CA5000273,GRATTON SCHOOL,STANISLAUS,LPA80 - STANISLAUS COUNTY,NON-TRANSIENT NON-COMMUNITY,2,110,SCHOOL                        ,2.5,1.5,0,0,1,--,At-Risk,Non-Failing,At-Risk,1,Y,N,N,0
CA5000274,PARADISE SCHOOL,STANISLAUS,LPA80 - STANISLAUS COUNTY,NON-TRANSIENT NON-COMMUNITY,4,218,SCHOOL                        ,0.5,1.33,0,0,0.46,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0
CA5000277,VALLEY HOME SCHOOL PIONEER,STANISLAUS,LPA80 - STANISLAUS COUNTY,NON-TRANSIENT NON-COMMUNITY,1,26,SCHOOL                        ,0,3.67,0,0,0.92,At-Risk,At-Risk,Non-Failing,At-Risk,1,Y,N,Y,0
CA5000295,SHILOH SCHOOL DISTRICT,STANISLAUS,LPA80 - STANISLAUS COUNTY,NON-TRANSIENT NON-COMMUNITY,7,105,SCHOOL                        ,3,3,0,0,1.5,At-Risk,At-Risk,Failing,Failing,1,Y,N,Y,0
CA5000297,BUEHNER HOUSES,STANISLAUS,LPA80 - STANISLAUS COUNTY,COMMUNITY,13,25,RESIDENTIAL AREA              ,4.5,2.17,0.33,1,2,--,At-Risk,Non-Failing,At-Risk,1,Y,N,N,0
CA5000313,BUEHNER WATER SYSTEM,STANISLAUS,LPA80 - STANISLAUS COUNTY,COMMUNITY,36,150,RESIDENTIAL AREA              ,0.5,1,0,1,0.63,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,2,Y,N,N,0
CA5000317,OID #51 - SUNSET OAKS #10,STANISLAUS,LPA80 - STANISLAUS COUNTY,COMMUNITY,80,287,RESIDENTIAL AREA              ,0,0.33,0,0,0.08,--,Not At-Risk,Non-Failing,Not At-Risk,2,Y,N,N,0
CA5000335,"BRETHREN HERITAGE SCHOOL, INC",STANISLAUS,LPA80 - STANISLAUS COUNTY,NON-TRANSIENT NON-COMMUNITY,2,50,SCHOOL                        ,2.5,1.33,0,0,0.96,--,At-Risk,Non-Failing,At-Risk,1,Y,N,N,0
CA5000389,MONTEREY PARK TRACT CSD,STANISLAUS,LPA80 - STANISLAUS COUNTY,COMMUNITY,51,186,RESIDENTIAL AREA              ,0,1,2,0,0.75,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,1,N,N,N,0
CA5000404,WOOD COLONY CHRISTIAN SCHOOL,STANISLAUS,LPA80 - STANISLAUS COUNTY,NON-TRANSIENT NON-COMMUNITY,2,90,SCHOOL                        ,2,1.33,0,0,0.83,--,At-Risk,Non-Failing,At-Risk,1,Y,N,N,0
CA5000408,WESTLEY CSD,STANISLAUS,LPA80 - STANISLAUS COUNTY,COMMUNITY,35,70,RESIDENTIAL AREA              ,0,1,1.67,0.83,0.88,--,At-Risk,Non-Failing,At-Risk,1,N,N,N,0
CA5000433,OID-OAKDALE RURAL WATER SYSTEM #1,STANISLAUS,DISTRICT 10 - STOCKTON,COMMUNITY,473,1570,RESIDENTIAL AREA              ,0,0.33,0,0.67,0.25,--,Not At-Risk,Non-Failing,Not At-Risk,6,Y,N,N,0
CA5000568,GREGORI HIGH SCHOOL,STANISLAUS,LPA80 - STANISLAUS COUNTY,NON-TRANSIENT NON-COMMUNITY,9,2000,SCHOOL                        ,0,1.33,0,0,0.33,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0
CA5000579,FOSTER FARMS #5,STANISLAUS,LPA80 - STANISLAUS COUNTY,COMMUNITY,10,26,INDUSTRIAL/AGRICULTURAL       ,0.25,0.33,0,1,0.4,--,Not At-Risk,Non-Failing,Not At-Risk,2,Y,N,N,0
CA5000584,MESA ELEMENTARY SCHOOL,STANISLAUS,LPA80 - STANISLAUS COUNTY,NON-TRANSIENT NON-COMMUNITY,5,860,SCHOOL                        ,0,1.33,0.67,0,0.5,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0
CA5010005,CITY OF MODESTO - SALIDA,STANISLAUS,DISTRICT 10 - STOCKTON,COMMUNITY,4416,14537,RESIDENTIAL AREA              ,0,0,0,0.5,0.13,--,Not At-Risk,Non-Failing,Not At-Risk,7,N,N,N,0
CA5010006,CITY OF WATERFORD,STANISLAUS,DISTRICT 10 - STOCKTON,COMMUNITY,2174,8788,RESIDENTIAL AREA              ,0,0.33,0.33,0,0.17,--,Not At-Risk,Non-Failing,Not At-Risk,5,Y,N,N,0
CA5010007,HILLSVIEW HOMES,STANISLAUS,DISTRICT 10 - STOCKTON,COMMUNITY,230,887,OTHER RESIDENTIAL AREA        ,3,1.17,0.33,0,1.13,--,At-Risk,Failing,Failing,2,Y,N,N,0
CA5010008,"HUGHSON, CITY OF",STANISLAUS,DISTRICT 10 - STOCKTON,COMMUNITY,2236,7481,RESIDENTIAL AREA              ,2.6,0.33,0,0,0.73,--,Potentially At-Risk,Failing,Failing,5,Y,N,N,0
CA5010009,KEYES COMMUNITY SERVICES DIST.,STANISLAUS,DISTRICT 10 - STOCKTON,COMMUNITY,1477,5672,RESIDENTIAL AREA              ,4.17,0.33,0.33,0.33,1.29,--,At-Risk,Failing,Failing,4,Y,N,N,0
CA5010013,CITY OF NEWMAN-WATER DEPARTMENT,STANISLAUS,DISTRICT 10 - STOCKTON,COMMUNITY,3572,12207,RESIDENTIAL AREA              ,0,1,0.33,0.67,0.5,--,Not At-Risk,Non-Failing,Not At-Risk,4,Y,N,N,0
CA5010014,"OAKDALE, CITY OF",STANISLAUS,DISTRICT 10 - STOCKTON,COMMUNITY,8335,23235,RESIDENTIAL AREA              ,0,0.33,0.33,0,0.17,--,Not At-Risk,Non-Failing,Not At-Risk,7,Y,N,N,0
CA5010017,"PATTERSON, CITY OF",STANISLAUS,DISTRICT 10 - STOCKTON,COMMUNITY,7109,23304,RESIDENTIAL AREA              ,1.5,1,0,0.67,0.79,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,7,Y,N,N,0
CA5010018,"RIVERBANK, CITY OF",STANISLAUS,DISTRICT 10 - STOCKTON,COMMUNITY,7191,24834,RESIDENTIAL AREA              ,2,0.33,0,0.67,0.75,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,9,Y,N,N,0
CA5010019,"TURLOCK, CITY OF",STANISLAUS,DISTRICT 10 - STOCKTON,COMMUNITY,19332,72682,RESIDENTIAL AREA              ,0.5,0,0.33,0.5,0.33,--,Not At-Risk,Failing,Failing,17,N/A,N,N,0
CA5010021,DENAIR COMMUNITY SERVICES DISTRICT,STANISLAUS,DISTRICT 10 - STOCKTON,COMMUNITY,1711,5090,RESIDENTIAL AREA              ,1,0.33,0,0,0.33,--,Not At-Risk,Non-Failing,Not At-Risk,4,Y,N,N,0
CA5010023,CITY OF MODESTO - SOUTH TURLOCK,STANISLAUS,DISTRICT 10 - STOCKTON,COMMUNITY,333,1099,RESIDENTIAL AREA              ,0,0,0.33,0.67,0.25,--,Not At-Risk,Non-Failing,Not At-Risk,3,N,N,N,0
CA5010026,WATERFORD - HICKMAN,STANISLAUS,DISTRICT 10 - STOCKTON,COMMUNITY,183,597,RESIDENTIAL AREA              ,0.25,0.33,0,0,0.15,--,Not At-Risk,Non-Failing,Not At-Risk,2,Y,N,N,0
CA5010028,"CERES, CITY OF",STANISLAUS,DISTRICT 10 - STOCKTON,COMMUNITY,11881,54513,RESIDENTIAL AREA              ,3.88,0,0.67,0,1.14,--,At-Risk,Failing,Failing,12,N/A,N,N,0
CA5010029,CITY OF MODESTO - DEL RIO,STANISLAUS,DISTRICT 10 - STOCKTON,COMMUNITY,407,1327,RESIDENTIAL AREA              ,2,0.33,0,0.33,0.67,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,4,Y,N,N,0
CA5010031,CITY OF MODESTO - WALNUT MANOR,STANISLAUS,DISTRICT 10 - STOCKTON,COMMUNITY,53,175,RESIDENTIAL AREA              ,0,0,0.33,0.33,0.17,--,Not At-Risk,Non-Failing,Not At-Risk,2,N,N,N,0
CA5010033,CITY OF MODESTO - GRAYSON,STANISLAUS,DISTRICT 10 - STOCKTON,COMMUNITY,277,914,RESIDENTIAL AREA              ,4,1,0.33,0.67,1.5,--,At-Risk,Non-Failing,At-Risk,2,Y,N,N,0
CA5010034,CITY OF MODESTO - NORTH TURLOCK,STANISLAUS,DISTRICT 10 - STOCKTON,COMMUNITY,52,172,RESIDENTIAL AREA              ,1,0,0.33,0.67,0.5,--,Not At-Risk,Non-Failing,Not At-Risk,2,N,N,N,0
CA5010035,CITY OF MODESTO - CENTRAL TURLOCK,STANISLAUS,DISTRICT 10 - STOCKTON,COMMUNITY,36,119,RESIDENTIAL AREA              ,0,1,0.67,0.67,0.59,--,Not At-Risk,Non-Failing,Not At-Risk,1,N,N,N,0
CA5010039,WESTERN HILLS WATER DISTRICT/DIABLO GRAN,STANISLAUS,DISTRICT 10 - STOCKTON,COMMUNITY,596,2000,RESIDENTIAL AREA              ,0.5,1.33,1.33,0.67,0.96,--,At-Risk,Non-Failing,At-Risk,1,Y,N,N,0
CA5010042,WATERFORD-RIVER POINTE,STANISLAUS,DISTRICT 10 - STOCKTON,COMMUNITY,339,1079,RESIDENTIAL AREA              ,0.25,0.33,0.33,0,0.23,--,Not At-Risk,Non-Failing,Not At-Risk,2,Y,N,N,0
CA5100107,GOLDEN STATE WATER CO. - ROBBINS,SUTTER,DISTRICT 21 - VALLEY,COMMUNITY,87,210,RESIDENTIAL AREA              ,2.5,1.5,0.33,0,1.08,At-Risk,At-Risk,Failing,Failing,2,Y,N,Y,0
CA5100112,TIERRA BUENA MHP #1,SUTTER,DISTRICT 21 - VALLEY,COMMUNITY,17,50,MOBILE HOME PARK              ,4.5,1.5,0.33,0,1.58,--,At-Risk,Failing,Failing,1,Y,N,N,0
CA5100125,HARMONY VILLAGE,SUTTER,DISTRICT 21 - VALLEY,COMMUNITY,1,25,HOTEL/MOTEL                   ,2,1.5,0.33,0.67,1.13,--,At-Risk,Non-Failing,At-Risk,1,Y,N,N,0
CA5100136,EAST NICOLAUS JOINT UNION HIGH SCHOOL,SUTTER,DISTRICT 21 - VALLEY,NON-TRANSIENT NON-COMMUNITY,1,330,SCHOOL                        ,0,1.33,0,0,0.33,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0
CA5100138,BROWNS ELEMENTARY SCHOOL,SUTTER,DISTRICT 21 - VALLEY,NON-TRANSIENT NON-COMMUNITY,1,160,SCHOOL                        ,0,2,0,0,0.5,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0
CA5100140,MARCUM ILLINOIS ELEMENTARY SCHOOL,SUTTER,DISTRICT 21 - VALLEY,NON-TRANSIENT NON-COMMUNITY,7,185,SCHOOL                        ,0,2.33,0,0,0.58,At-Risk,At-Risk,Non-Failing,At-Risk,1,Y,N,Y,0
CA5100141,MERIDIAN ELEMENTARY SCHOOL,SUTTER,DISTRICT 21 - VALLEY,NON-TRANSIENT NON-COMMUNITY,2,100,SCHOOL                        ,2.5,1.5,0,0,1,--,At-Risk,Non-Failing,At-Risk,1,Y,N,N,0
CA5100142,NUESTRO SCHOOL,SUTTER,DISTRICT 21 - VALLEY,NON-TRANSIENT NON-COMMUNITY,1,120,SCHOOL                        ,2,1.5,0,0,0.88,--,At-Risk,Non-Failing,At-Risk,1,Y,N,N,0
CA5100143,PLEASANT GROVE ELEM. SCHOOL,SUTTER,DISTRICT 21 - VALLEY,NON-TRANSIENT NON-COMMUNITY,1,177,SCHOOL                        ,0,1.33,0,0,0.33,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0
CA5100172,ENCINAL ELEMENTARY SCHOOL,SUTTER,DISTRICT 21 - VALLEY,NON-TRANSIENT NON-COMMUNITY,1,128,SCHOOL                        ,2,2,0,0,1,--,At-Risk,Non-Failing,At-Risk,1,Y,N,N,0
CA5101009,WILDEWOOD EAST MUTUAL,SUTTER,DISTRICT 21 - VALLEY,COMMUNITY,48,350,RESIDENTIAL AREA              ,4,0.33,1.33,0,1.42,--,At-Risk,Non-Failing,At-Risk,2,Y,N,N,0
CA5102025,YUBA APARTMENT HOMES,SUTTER,DISTRICT 21 - VALLEY,COMMUNITY,13,40,RESIDENTIAL AREA              ,0.5,1.5,0,0,0.5,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0
CA5110001,CITY OF LIVE OAK,SUTTER,DISTRICT 21 - VALLEY,COMMUNITY,2503,9285,RESIDENTIAL AREA              ,3.14,0.33,0.33,1,1.2,--,At-Risk,Non-Failing,At-Risk,5,Y,N,N,0
CA5110002,CITY OF YUBA CITY,SUTTER,DISTRICT 21 - VALLEY,COMMUNITY,19116,70256,RESIDENTIAL AREA              ,1.5,0,0,0.67,0.54,--,Not At-Risk,Non-Failing,Not At-Risk,2,N/A,N,N,0
CA5110007,SUTTER COMMUNITY S.D.,SUTTER,DISTRICT 21 - VALLEY,COMMUNITY,1146,2904,RESIDENTIAL AREA              ,0.5,0.33,0,0,0.21,--,Not At-Risk,Non-Failing,Not At-Risk,3,Y,N,N,0
CA5200007,HOWELL'S LAKESIDE WATER CO.,TEHAMA,LPA82 - TEHAMA COUNTY,COMMUNITY,55,75,RESIDENTIAL AREA              ,0.25,0.33,0.67,0,0.31,--,Not At-Risk,Non-Failing,Not At-Risk,2,Y,N,N,0
CA5200008,BREESE SUBDIVISION 2,TEHAMA,LPA82 - TEHAMA COUNTY,COMMUNITY,30,75,RESIDENTIAL AREA              ,0,1.33,2,0.33,0.92,--,At-Risk,Non-Failing,At-Risk,1,Y,N,N,0
CA5200010,WOODSON BRIDGE RV PARK,TEHAMA,LPA82 - TEHAMA COUNTY,COMMUNITY,46,45,OTHER TRANSIENT AREA          ,0,0.33,0.67,0.67,0.42,--,Not At-Risk,Non-Failing,Not At-Risk,2,Y,N,N,0
CA5200012,VISTA GRANDE WATER SYSTEM,TEHAMA,LPA82 - TEHAMA COUNTY,COMMUNITY,134,468,RESIDENTIAL AREA              ,0,0.33,0.67,0.83,0.46,--,Not At-Risk,Non-Failing,Not At-Risk,2,Y,N,N,0
CA5200013,WOMACK SUBDIVISION M.W.C.,TEHAMA,LPA82 - TEHAMA COUNTY,COMMUNITY,16,40,RESIDENTIAL AREA              ,0,1.33,0,0,0.33,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0
CA5200014,WILSON ACRES MUTUAL WATER,TEHAMA,LPA82 - TEHAMA COUNTY,COMMUNITY,28,75,RESIDENTIAL AREA              ,0.75,1.33,2,0,1.02,--,At-Risk,Non-Failing,At-Risk,1,Y,N,N,0
CA5200255,CORNING RV PARK,TEHAMA,LPA82 - TEHAMA COUNTY,COMMUNITY,40,112,OTHER TRANSIENT AREA          ,0,1.33,0,0.67,0.5,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0
CA5200500,REEDS CREEK ESTATES,TEHAMA,LPA82 - TEHAMA COUNTY,COMMUNITY,25,70,RESIDENTIAL AREA              ,0,1.33,0,0.5,0.46,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0
CA5200502,LAS FLORES WATER WORKS,TEHAMA,LPA82 - TEHAMA COUNTY,COMMUNITY,54,191,RESIDENTIAL AREA              ,0,1.33,1.67,0.17,0.79,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,1,Y,N,N,0
CA5200503,MINERAL COUNTY WATER DISTRICT,TEHAMA,DISTRICT 21 - VALLEY,COMMUNITY,192,634,RESIDENTIAL AREA              ,0,0.33,0.67,0.83,0.46,--,Not At-Risk,Non-Failing,Not At-Risk,3,Y,N,N,0
CA5200504,CITY OF TEHAMA,TEHAMA,DISTRICT 21 - VALLEY,COMMUNITY,203,483,RESIDENTIAL AREA              ,0,0.33,0.67,0.33,0.33,--,Not At-Risk,Non-Failing,Not At-Risk,2,Y,N,N,0
CA5200506,PLUM VALLEY ELEM SCHOOL (NEW SCHOOL),TEHAMA,LPA82 - TEHAMA COUNTY,NON-TRANSIENT NON-COMMUNITY,1,70,SCHOOL                        ,0,1.33,0.67,0,0.5,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0
CA5200507,BERRENDOS SCHOOL,TEHAMA,LPA82 - TEHAMA COUNTY,NON-TRANSIENT NON-COMMUNITY,4,325,SCHOOL                        ,2.5,1.33,0.67,0,1.13,--,At-Risk,Non-Failing,At-Risk,1,Y,N,N,0
CA5200508,RIO VISTA MOBILE HOME PARK,TEHAMA,LPA82 - TEHAMA COUNTY,COMMUNITY,195,543,MOBILE HOME PARK              ,0,1.33,0.67,0.5,0.63,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,1,Y,N,N,0
CA5200510,RIVER RANCH MOBILE HOME PARK,TEHAMA,LPA82 - TEHAMA COUNTY,COMMUNITY,109,305,MOBILE HOME PARK              ,0,0.33,0.67,1,0.5,--,Not At-Risk,Non-Failing,Not At-Risk,2,Y,N,N,0
CA5200511,BEND ELEMENTARY SCHOOL,TEHAMA,LPA82 - TEHAMA COUNTY,NON-TRANSIENT NON-COMMUNITY,4,100,SCHOOL                        ,0,1.33,0,0,0.33,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0
CA5200512,BEND MOBILEHOME & RV PARK,TEHAMA,LPA82 - TEHAMA COUNTY,COMMUNITY,42,99,MOBILE HOME PARK              ,0,0.33,0,0,0.08,--,Not At-Risk,Non-Failing,Not At-Risk,2,Y,N,N,0
CA5200513,EVERGREEN UNION SCHOOL DISTRICT,TEHAMA,LPA82 - TEHAMA COUNTY,NON-TRANSIENT NON-COMMUNITY,8,1100,SCHOOL                        ,0,1.33,0.33,0,0.42,At-Risk,At-Risk,Non-Failing,At-Risk,2,Y,N,Y,0
CA5200514,GOLDEN ACRES TRAILER PARK,TEHAMA,LPA82 - TEHAMA COUNTY,COMMUNITY,16,45,MOBILE HOME PARK              ,0,1.33,0,0,0.33,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0
CA5200518,FLOURNOY SCHOOL,TEHAMA,LPA82 - TEHAMA COUNTY,NON-TRANSIENT NON-COMMUNITY,2,32,SCHOOL                        ,0,1.33,0,0,0.33,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0
CA5200519,GERBER UNION ELEMENTARY SCHOOL DISTRICT,TEHAMA,LPA82 - TEHAMA COUNTY,NON-TRANSIENT NON-COMMUNITY,1,625,SCHOOL                        ,0,1.33,0.67,0,0.5,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0
CA5200520,KIRKWOOD ELEMENTARY SCHOOL,TEHAMA,LPA82 - TEHAMA COUNTY,NON-TRANSIENT NON-COMMUNITY,4,111,SCHOOL                        ,0,2,0.33,0,0.58,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0
CA5200521,ANTELOPE CREEK MHP,TEHAMA,LPA82 - TEHAMA COUNTY,COMMUNITY,60,175,MOBILE HOME PARK              ,0,2,0.67,0.5,0.79,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,1,Y,N,N,0
CA5200526,HIDDEN HARBOR MARINA & RVP,TEHAMA,LPA82 - TEHAMA COUNTY,COMMUNITY,70,70,MOBILE HOME PARK              ,0,1.33,0.67,1.67,0.92,--,At-Risk,Non-Failing,At-Risk,1,Y,N,N,0
CA5200527,HUNTER'S FISHING RESORT,TEHAMA,LPA82 - TEHAMA COUNTY,COMMUNITY,47,50,RECREATION AREA               ,0,0.33,0.67,0.67,0.42,--,Not At-Risk,Non-Failing,Not At-Risk,2,Y,N,N,0
CA5200531,RIVERSIDE CROSSING MHP,TEHAMA,LPA82 - TEHAMA COUNTY,COMMUNITY,40,104,MOBILE HOME PARK              ,0,1.33,0.67,0,0.5,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0
CA5200534,PASKENTA COMM. SERVICES DIST.,TEHAMA,DISTRICT 21 - VALLEY,COMMUNITY,72,237,RESIDENTIAL AREA              ,1,4,1,0.33,1.58,At-Risk,At-Risk,Failing,Failing,1,Y,Y,Y,0
CA5200535,LIVE OAK ACRES MWC INC.,TEHAMA,LPA82 - TEHAMA COUNTY,COMMUNITY,40,80,RESIDENTIAL AREA              ,0,1.33,0,0.67,0.5,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0
CA5200538,LASSEN VIEW UNION ELEMENTARY SCHOOL DIST,TEHAMA,LPA82 - TEHAMA COUNTY,NON-TRANSIENT NON-COMMUNITY,4,350,SCHOOL                        ,0,1.33,0.67,0,0.5,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0
CA5200539,FRIENDLY ACRES MHP,TEHAMA,LPA82 - TEHAMA COUNTY,COMMUNITY,51,75,MOBILE HOME PARK              ,1.5,1.33,2,0,1.21,--,At-Risk,Non-Failing,At-Risk,1,Y,N,N,0
CA5200540,REEDS CREEK SCHOOL,TEHAMA,LPA82 - TEHAMA COUNTY,NON-TRANSIENT NON-COMMUNITY,7,196,SCHOOL                        ,0,1.33,0,0,0.33,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0
CA5200544,VINA ELEMENTARY SCHOOL,TEHAMA,LPA82 - TEHAMA COUNTY,NON-TRANSIENT NON-COMMUNITY,2,90,SCHOOL                        ,0,1.5,0.67,0,0.54,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0
CA5200545,MODERN VILLAGE MWC,TEHAMA,LPA82 - TEHAMA COUNTY,COMMUNITY,19,85,RESIDENTIAL AREA              ,0,1.33,2,0,0.83,--,At-Risk,Non-Failing,At-Risk,1,Y,N,N,0
CA5200546,NEW MEADOWS,TEHAMA,LPA82 - TEHAMA COUNTY,COMMUNITY,24,70,MOBILE HOME PARK              ,1,1.33,2,1.33,1.42,--,At-Risk,Non-Failing,At-Risk,1,Y,N,N,0
CA5200547,GATEWAY MOBILE HOME PARK,TEHAMA,LPA82 - TEHAMA COUNTY,COMMUNITY,32,103,MOBILE HOME PARK              ,0,1.33,0.67,0.67,0.67,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,1,Y,N,N,0
